Date,FII Buy,FII Sell,FII Net,DII Buy,DII Sell,DII Net,Source,Status
2025-07-17,11633.02,15327.33,-3694.31,13523.36,10702.59,2820.77,Master 2006-2026,provisional
2025-07-18,15430.85,15056.11,374.74,14451.18,12347.67,2103.51,Master 2006-2026,provisional
2025-07-21,10823.67,12504.9,-1681.23,13793.86,10215.43,3578.43,Master 2006-2026,provisional
2025-07-22,12804.14,16353.06,-3548.92,16673.37,11433.6,5239.77,Master 2006-2026,provisional
2025-07-23,14475.5,18684.61,-4209.11,15146.43,10787.91,4358.52,Master 2006-2026,provisional
2025-07-24,13725.46,15859.15,-2133.69,13507.17,10890.03,2617.14,Master 2006-2026,provisional
2025-07-25,12831.79,14811.75,-1979.96,12786.65,10648.06,2138.59,Master 2006-2026,provisional
2025-07-28,9993.78,16076.25,-6082.47,15799.53,9034.98,6764.55,Master 2006-2026,provisional
2025-07-29,11512.19,16148.79,-4636.6,16166.18,10019.36,6146.82,Master 2006-2026,provisional
2025-07-30,11888.17,12738.21,-850.04,12890.19,11061.08,1829.11,Master 2006-2026,provisional
2025-07-31,16819.69,22408.6,-5588.91,17465.71,11093.0,6372.71,Master 2006-2026,provisional
2025-08-01,9379.46,12745.86,-3366.4,14990.14,11803.28,3186.86,Master 2006-2026,provisional
2025-08-04,9014.97,11581.48,-2566.51,14068.4,9682.11,4386.29,Master 2006-2026,provisional
2025-08-05,15251.29,15273.77,-22.48,14250.99,10410.6,3840.39,Master 2006-2026,provisional
2025-08-06,11242.19,16241.29,-4999.1,16760.64,9966.36,6794.28,Master 2006-2026,provisional
2025-08-07,10567.78,15564.97,-4997.19,19629.64,8765.6,10864.04,Master 2006-2026,provisional
2025-08-08,17682.11,15749.3,1932.81,16682.09,8958.43,7723.66,Master 2006-2026,provisional
2025-08-11,9477.3,10679.95,-1202.65,15109.07,9136.71,5972.36,Master 2006-2026,provisional
2025-08-12,9532.22,12931.02,-3398.8,11888.48,8380.55,3507.93,Master 2006-2026,provisional
2025-08-13,11350.06,14994.49,-3644.43,13982.46,8358.67,5623.79,Master 2006-2026,provisional
2025-08-14,13646.01,15572.77,-1926.76,13144.45,9248.77,3895.68,Master 2006-2026,provisional
2025-08-18,20070.25,19519.4,550.85,18649.74,14545.93,4103.81,Master 2006-2026,provisional
2025-08-19,12604.01,13238.27,-634.26,11880.89,9619.83,2261.06,Master 2006-2026,provisional
2025-08-20,11599.55,12699.64,-1100.09,14464.24,12657.9,1806.34,Master 2006-2026,provisional
2025-08-21,14960.14,13713.63,1246.51,14514.86,11968.59,2546.27,Master 2006-2026,provisional
2025-08-22,10179.18,11801.7,-1622.52,10106.92,10436.17,-329.25,Master 2006-2026,provisional
2025-08-25,9951.36,12417.6,-2466.24,13371.09,10194.4,3176.69,Master 2006-2026,provisional
2025-08-26,44146.8,50663.29,-6516.49,22000.77,14940.4,7060.37,Master 2006-2026,provisional
2025-08-28,17742.69,21599.2,-3856.51,17391.44,10471.1,6920.34,Master 2006-2026,provisional
2025-08-29,9679.99,17992.65,-8312.66,20676.78,9189.14,11487.64,Master 2006-2026,provisional
2025-09-01,9540.36,10970.07,-1429.71,13314.23,8969.3,4344.93,Master 2006-2026,provisional
2025-09-02,8939.36,10098.84,-1159.48,12904.06,10354.55,2549.51,Master 2006-2026,provisional
2025-09-03,10784.27,12450.73,-1666.46,14834.78,12339.45,2495.33,Master 2006-2026,provisional
2025-09-04,12262.84,12369.18,-106.34,16588.04,14354.95,2233.09,Master 2006-2026,provisional
2025-09-05,8096.45,9401.36,-1304.91,10633.48,8812.25,1821.23,Master 2006-2026,provisional
2025-09-08,8228.52,10398.87,-2170.35,11080.7,8066.4,3014.3,Master 2006-2026,provisional
2025-09-09,11896.67,9846.21,2050.46,10422.84,10339.76,83.08,Master 2006-2026,provisional
2025-09-10,12603.53,12719.22,-115.69,16276.75,11272.46,5004.29,Master 2006-2026,provisional
2025-09-11,10008.75,13481.12,-3472.37,14831.21,10785.67,4045.54,Master 2006-2026,provisional
2025-09-12,11094.18,10964.6,129.58,11675.26,10119.24,1556.02,Master 2006-2026,provisional
2025-09-15,8169.16,9437.75,-1268.59,10173.17,8239.84,1933.33,Master 2006-2026,provisional
2025-09-16,11942.44,11634.12,308.32,11643.46,10124.73,1518.73,Master 2006-2026,provisional
2025-09-18,11838.11,11471.42,366.69,14451.22,11124.66,3326.56,Master 2006-2026,provisional
2025-09-19,37090.98,36700.24,390.74,14840.35,12735.13,2105.22,Master 2006-2026,provisional
2025-09-22,9544.69,12454.78,-2910.09,12715.96,10133.33,2582.63,Master 2006-2026,provisional
2025-09-23,12222.3,15773.49,-3551.19,13525.73,10854.86,2670.87,Master 2006-2026,provisional
2025-09-24,11089.16,13514.91,-2425.75,12632.38,11420.7,1211.68,Master 2006-2026,provisional
2025-09-25,15079.55,20074.97,-4995.42,15515.7,10412.69,5103.01,Master 2006-2026,provisional
2025-09-26,10751.34,16438.92,-5687.58,17766.67,11923.46,5843.21,Master 2006-2026,provisional
2025-09-29,17421.42,20253.01,-2831.59,40256.98,36411.11,3845.87,Master 2006-2026,provisional
2025-09-30,18729.97,21057.06,-2327.09,16948.64,11187.01,5761.63,Master 2006-2026,provisional
2025-10-01,12378.32,13983.52,-1605.2,15383.78,12467.64,2916.14,Master 2006-2026,provisional
2025-10-03,16898.78,18482.15,-1583.37,14005.39,13515.63,489.76,Master 2006-2026,provisional
2025-10-06,10950.18,11263.95,-313.77,16124.47,11088.08,5036.39,Master 2006-2026,provisional
2025-10-07,11542.97,10102.31,1440.66,15953.11,15500.54,452.57,Master 2006-2026,provisional
2025-10-08,10286.98,10205.7,81.28,11733.48,11403.52,329.96,Master 2006-2026,provisional
2025-10-09,10907.48,9599.32,1308.16,12577.04,11712.68,864.36,Master 2006-2026,provisional
2025-10-10,10236.07,9776.87,459.2,12760.06,11052.23,1707.83,Master 2006-2026,provisional
2025-10-13,8085.41,8325.51,-240.1,14960.78,12627.36,2333.42,Master 2006-2026,provisional
2025-10-14,10847.86,12356.39,-1508.53,16384.5,12723.37,3661.13,Master 2006-2026,provisional
2025-10-15,14013.54,13944.9,68.64,16214.69,11564.61,4650.08,Master 2006-2026,provisional
2025-10-16,14739.14,13741.85,997.29,19840.85,15764.65,4076.2,Master 2006-2026,provisional
2025-10-17,14505.27,14196.29,308.98,16860.39,15333.78,1526.61,Master 2006-2026,provisional
2025-10-20,11786.33,10995.88,790.45,15690.37,13204.91,2485.46,Master 2006-2026,provisional
2025-10-21,622.39,525.67,96.72,324.13,931.14,-607.01,Master 2006-2026,provisional
2025-10-23,20477.78,21643.72,-1165.94,19247.94,15354.21,3893.73,Master 2006-2026,provisional
2025-10-24,11768.28,11146.77,621.51,12475.77,12302.64,173.13,Master 2006-2026,provisional
2025-10-27,11823.35,11878.93,-55.58,14602.2,12110.08,2492.12,Master 2006-2026,provisional
2025-10-28,28174.82,17835.02,10339.8,16103.72,15022.17,1081.55,Master 2006-2026,provisional
2025-10-29,10190.59,12730.75,-2540.16,19535.44,13842.63,5692.81,Master 2006-2026,provisional
2025-10-30,9350.07,12427.66,-3077.59,14826.52,12357.18,2469.34,Master 2006-2026,provisional
2025-10-31,11531.75,18301.09,-6769.34,18633.9,11565.46,7068.44,Master 2006-2026,provisional
2025-11-03,9628.24,11512.02,-1883.78,15519.96,12003.6,3516.36,Master 2006-2026,provisional
2025-11-04,13187.05,14254.06,-1067.01,15835.4,14632.5,1202.9,Master 2006-2026,provisional
2025-11-06,16791.16,20054.37,-3263.21,19418.5,14134.59,5283.91,Master 2006-2026,provisional
2025-11-07,18485.25,13903.91,4581.34,19470.01,12795.24,6674.77,Master 2006-2026,provisional
2025-11-10,9803.52,13918.37,-4114.85,18933.97,13128.71,5805.26,Master 2006-2026,provisional
2025-11-11,14487.4,15290.62,-803.22,14832.97,12644.5,2188.47,Master 2006-2026,provisional
2025-11-12,15594.07,17344.1,-1750.03,18311.8,13184.68,5127.12,Master 2006-2026,provisional
2025-11-13,14902.63,15286.31,-383.68,16036.19,12944.32,3091.87,Master 2006-2026,provisional
2025-11-14,12383.76,17351.98,-4968.22,24572.09,16110.62,8461.47,Master 2006-2026,provisional
2025-11-17,13339.02,12896.85,442.17,12975.94,11510.08,1465.86,Master 2006-2026,provisional
2025-11-18,17071.04,17799.86,-728.82,18246.17,12089.34,6156.83,Master 2006-2026,provisional
2025-11-19,14774.92,13194.2,1580.72,13904.32,12544.05,1360.27,Master 2006-2026,provisional
2025-11-20,14769.74,14486.09,283.65,13051.84,12227.38,824.46,Master 2006-2026,provisional
2025-11-21,14585.86,16351.91,-1766.05,14908.67,11747.06,3161.61,Master 2006-2026,provisional
2025-11-24,54504.95,58676.7,-4171.75,20445.48,15932.61,4512.87,Master 2006-2026,provisional
2025-11-25,16596.24,15810.92,785.32,15153.03,11240.56,3912.47,Master 2006-2026,provisional
2025-11-26,16232.14,11454.11,4778.03,16334.09,10086.16,6247.93,Master 2006-2026,provisional
2025-11-27,10262.02,11517.22,-1255.2,15558.92,11618.05,3940.87,Master 2006-2026,provisional
2025-11-28,10174.58,13970.3,-3795.72,14627.36,10478.88,4148.48,Master 2006-2026,provisional
2025-12-01,8979.4,10150.71,-1171.31,13024.65,10465.72,2558.93,Master 2006-2026,provisional
2025-12-02,15234.08,18876.38,-3642.3,15194.77,10548.83,4645.94,Master 2006-2026,provisional
2025-12-05,11456.36,11895.26,-438.9,16057.87,11868.7,4189.17,Master 2006-2026,provisional
2025-12-08,12500.23,13155.82,-655.59,16883.41,14340.92,2542.49,Master 2006-2026,provisional
2025-12-09,13604.94,17365.02,-3760.08,17438.88,11213.99,6224.89,Master 2006-2026,provisional
2026-01-28,21044.5,20564.24,480.26,19578.39,16217.8,3360.59,Master 2006-2026,provisional
2026-01-29,20212.73,20606.7,-393.97,24423.89,21785.13,2638.76,Master 2006-2026,provisional
2026-01-30,30492.98,28241.61,2251.37,18590.13,19191.16,-601.03,Master 2006-2026,provisional
2026-02-01,598.29,1186.63,-588.34,14390.79,15073.52,-682.73,Master 2006-2026,provisional
2026-02-02,15172.55,17005.01,-1832.46,18626.43,16180.1,2446.33,Master 2006-2026,provisional
2026-02-03,27677.68,22441.4,5236.28,28206.21,27191.97,1014.24,Master 2006-2026,provisional
2026-02-04,18453.01,18423.22,29.79,18631.78,18382.24,249.54,Master 2006-2026,provisional
2026-02-05,14630.07,16780.58,-2150.51,15182.18,14052.36,1129.82,Master 2006-2026,provisional
2026-02-06,16718.66,14767.89,1950.77,13215.74,14480.8,-1265.06,Master 2006-2026,provisional
2026-02-10,16699.82,16630.37,69.45,15262.9,14088.69,1174.21,Master 2006-2026,provisional
2026-02-11,16858.63,15914.82,943.81,14281.26,14406.62,-125.36,Master 2006-2026,provisional
2026-02-12,17949.52,17841.1,108.42,17213.85,16937.0,276.85,Master 2006-2026,provisional
2026-02-13,14586.73,21982.14,-7395.41,20605.87,15051.91,5553.96,Master 2006-2026,provisional
2026-02-16,9169.39,10141.52,-972.13,13121.31,11454.33,1666.98,Master 2006-2026,provisional
2026-02-17,8867.62,7872.41,995.21,12482.64,12295.6,187.04,Master 2006-2026,provisional
2026-02-18,9720.92,8566.58,1154.34,12143.76,11703.42,440.34,Master 2006-2026,provisional
2026-02-19,8614.9,9495.39,-880.49,11483.86,12080.14,-596.28,Master 2006-2026,provisional
2026-02-20,10010.06,10944.67,-934.61,14901.9,12264.75,2637.15,Master 2006-2026,provisional
2026-02-23,15294.02,11810.32,3483.7,12360.86,13653.1,-1292.24,Master 2006-2026,provisional
2026-02-24,20550.91,20653.44,-102.53,18580.96,15419.74,3161.22,Master 2006-2026,provisional
2026-02-25,30369.48,27377.84,2991.64,18346.49,13227.92,5118.57,Master 2006-2026,provisional
2026-02-26,14607.9,18073.89,-3465.99,19242.72,14211.15,5031.57,Master 2006-2026,provisional
2026-02-27,36699.66,44236.02,-7536.36,24867.72,12574.91,12292.81,Master 2006-2026,provisional
2026-03-02,12737.34,16032.98,-3295.64,21110.66,12516.79,8593.87,Master 2006-2026,provisional
2026-03-04,19120.99,27873.64,-8752.65,26259.37,14191.2,12068.17,Master 2006-2026,provisional
2026-03-05,14914.99,18667.51,-3752.52,18821.1,13667.73,5153.37,Master 2006-2026,provisional
2026-03-06,14434.69,20465.07,-6030.38,19662.38,12690.87,6971.51,Master 2006-2026,provisional
2026-03-09,11156.99,17502.56,-6345.57,21586.46,12572.66,9013.8,Master 2006-2026,provisional
2026-03-10,13188.32,17860.96,-4672.64,17202.49,10869.23,6333.26,Master 2006-2026,provisional
2026-03-11,11448.68,17715.99,-6267.31,16044.16,11078.63,4965.53,Master 2006-2026,provisional
2026-03-12,15373.05,22422.92,-7049.87,19439.56,11989.79,7449.77,Master 2006-2026,provisional
2026-03-13,11923.16,22639.8,-10716.64,22707.84,12730.42,9977.42,Master 2006-2026,provisional
2026-03-16,11566.51,20932.03,-9365.52,25150.41,12557.05,12593.36,Master 2006-2026,provisional
2026-03-17,11903.71,16644.93,-4741.22,16762.65,11537.33,5225.32,Master 2006-2026,provisional
2026-03-18,12798.8,15513.15,-2714.35,16105.2,12852.17,3253.03,Master 2006-2026,provisional
2026-03-19,10012.07,17570.26,-7558.19,16926.98,13063.02,3863.96,Master 2006-2026,provisional
2026-03-20,28496.17,34014.56,-5518.39,22938.31,17232.08,5706.23,Master 2006-2026,provisional
2026-03-23,10330.98,20745.21,-10414.23,25952.98,13919.01,12033.97,Master 2006-2026,provisional
2026-03-24,12406.9,20416.46,-8009.56,21126.99,15259.84,5867.15,Master 2006-2026,provisional
2026-03-25,14547.7,16353.07,-1805.37,22921.89,17492.11,5429.78,Master 2006-2026,provisional
2026-03-27,20486.39,24853.69,-4367.3,37579.14,34012.99,3566.15,Master 2006-2026,provisional
2026-03-30,21952.95,33116.01,-11163.06,26358.5,11463.78,14894.72,Master 2006-2026,provisional
2026-04-07,7953.46,16645.57,-8692.11,20860.09,12880.59,7979.5,Master 2006-2026,provisional
2026-04-08,19092.05,21904.02,-2811.97,29003.39,24835.22,4168.17,Master 2006-2026,provisional
2026-04-09,15746.32,17457.51,-1711.19,15968.21,15012.31,955.9,Master 2006-2026,provisional
2026-04-10,18303.96,17631.87,672.09,15982.46,15572.41,410.05,Master 2006-2026,provisional
2026-04-13,15382.09,17365.27,-1983.18,16612.03,14179.73,2432.3,Master 2006-2026,provisional
2026-04-15,18075.63,17409.48,666.15,18499.57,19068.55,-568.98,Master 2006-2026,provisional
2026-04-16,16209.44,15827.08,382.36,16538.08,19965.83,-3427.75,Master 2006-2026,provisional
2026-04-17,16034.88,15351.68,683.2,17513.99,22235.47,-4721.48,Master 2006-2026,provisional
2026-04-20,12756.88,13816.81,-1059.93,18753.06,15786.17,2966.89,Master 2006-2026,provisional
2026-04-21,13033.17,14952.16,-1918.99,18366.67,16145.4,2221.27,Master 2006-2026,provisional
2026-04-22,13895.07,15973.43,-2078.36,18704.25,19752.42,-1048.17,Master 2006-2026,provisional
2026-04-23,12829.12,16083.83,-3254.71,18498.19,17556.84,941.35,Master 2006-2026,provisional
2026-04-24,9837.2,18665.07,-8827.87,21560.16,16859.45,4700.71,Master 2006-2026,provisional
2026-04-27,30263.32,31414.8,-1151.48,19978.34,15854.42,4123.92,Master 2006-2026,provisional
2026-04-28,17231.5,19335.24,-2103.74,18044.05,16332.04,1712.01,Master 2006-2026,provisional
2026-04-29,14271.22,16739.64,-2468.42,17232.28,14970.11,2262.17,Master 2006-2026,provisional
2026-04-30,15049.55,23097.41,-8047.86,18252.89,14765.79,3487.1,Master 2006-2026,provisional
2026-05-04,19660.47,16824.85,2835.62,19516.11,14751.95,4764.16,Master 2006-2026,provisional
2026-05-05,10392.91,14014.49,-3621.58,16234.31,13631.69,2602.62,Master 2006-2026,provisional
2026-05-06,14459.21,20294.11,-5834.9,22888.16,16051.29,6836.87,Master 2006-2026,provisional
2026-05-07,17997.95,18338.84,-340.89,17032.05,16590.98,441.07,Master 2006-2026,provisional
2026-05-08,15083.49,19194.09,-4110.6,21296.87,14548.74,6748.13,Master 2006-2026,provisional
2026-05-11,12813.74,21251.3,-8437.56,21626.43,15686.78,5939.65,Master 2006-2026,provisional
2026-05-12,16555.27,18514.66,-1959.39,20684.82,12694.5,7990.32,Master 2006-2026,provisional
2026-05-13,14373.99,19077.14,-4703.15,18872.65,13003.6,5869.05,Master 2006-2026,provisional
2026-05-14,17350.56,17163.1,187.46,18255.96,17571.63,684.33,Master 2006-2026,provisional
2026-05-15,16299.6,14970.43,1329.17,14961.88,16920.7,-1958.82,Master 2006-2026,provisional
2026-05-18,17222.18,14408.49,2813.69,16844.94,14162.82,2682.12,Master 2006-2026,provisional
2026-05-19,17907.55,20365.04,-2457.49,16951.95,13150.27,3801.68,Master 2006-2026,provisional
2026-05-20,14139.56,15736.91,-1597.35,16000.79,14032.44,1968.35,Master 2006-2026,provisional
2026-05-21,12322.16,14213.37,-1891.21,15857.03,13364.61,2492.42,Master 2006-2026,provisional
2026-05-22,10972.76,15413.23,-4440.47,18436.72,12433.19,6003.53,Master 2006-2026,provisional
2026-05-25,12083.12,11261.37,821.75,16434.96,12578.08,3856.88,Master 2006-2026,provisional
2026-05-26,13127.02,15534.89,-2407.87,15536.74,14175.31,1361.43,Master 2006-2026,provisional
2026-05-27,11418.65,12461.35,-1042.7,16893.1,13072.1,3821.0,Master 2006-2026,provisional
2026-05-29,89733.64,110839.5,-21105.86,36999.7,20235.56,16764.14,Master 2006-2026,provisional
2026-06-01,17725.89,21637.57,-3911.68,15226.29,10117.16,5109.13,Master 2006-2026,provisional
2026-06-02,16955.9,25318.82,-8362.92,22508.77,12919.45,9589.32,Master 2006-2026,provisional
2026-06-03,17053.63,22670.19,-5616.56,17530.0,11789.11,5740.89,Master 2006-2026,provisional
2026-06-04,14012.52,18459.58,-4447.06,16824.35,12464.21,4360.14,Master 2006-2026,provisional
2026-06-05,11044.57,19820.82,-8776.25,22779.32,13645.75,9133.57,Master 2006-2026,provisional
2026-06-08,8842.08,14397.75,-5555.67,16683.18,11517.94,5165.24,Master 2006-2026,provisional
2026-06-09,14735.47,19301.5,-4566.03,17664.98,11505.5,6159.48,Master 2006-2026,provisional
2026-06-10,14047.79,16172.77,-2124.98,17396.4,14272.45,3123.95,NSE,provisional
